symbol,systematic_name,nutrient,rate,expression,bp,mf
CHS7,YHR142W,Glucose,0.05,-0.56,ER to Golgi transport*,molecular function unknown
NA,YML082W,Glucose,0.05,-0.4,sulfur metabolism,carbon-sulfur lyase activity
MSK1,YNL073W,Glucose,0.05,-0.62,lysyl-tRNA aminoacylation,lysine-tRNA ligase activity
RPL5,YPL131W,Glucose,0.05,-0.34,protein biosynthesis*,structural constituent of ribosome*
TAZ1,YPR140W,Glucose,0.05,-0.19,phospholipid biosynthesis*,acyltransferase activity
ADH6,YMR318C,Glucose,0.05,-0.21,aldehyde metabolism*,alcohol dehydrogenase (NADP+) activity
SCD6,YPR129W,Glucose,0.05,-0.4,RNA metabolism,RNA binding
TIM17,YJL143W,Glucose,0.05,-0.5,mitochondrial matrix protein import,protein transporter activity
NA,YBL100C,Glucose,0.05,-0.82,NA,NA
ADO1,YJR105W,Glucose,0.05,-0.62,purine base metabolism,adenosine kinase activity
DPM1,YPR183W,Glucose,0.05,-0.32,protein amino acid N-linked glycosylation*,"transferase activity, transferring glycosyl groups*"
RPE1,YJL121C,Glucose,0.05,-0.52,pentose-phosphate shunt,ribulose-phosphate 3-epimerase activity
SAM1,YLR180W,Glucose,0.05,-1.43,methionine metabolism,methionine adenosyltransferase activity
RPP0,YLR340W,Glucose,0.05,-0.13,translational elongation*,structural constituent of ribosome
SRP40,YKR092C,Glucose,0.05,-1.06,nucleocytoplasmic transport,unfolded protein binding
THR1,YHR025W,Glucose,0.05,-0.91,methionine metabolism*,homoserine kinase activity
STE24,YJR117W,Glucose,0.05,-0.59,peptide pheromone maturation,metalloendopeptidase activity*
YIF1,YNL263C,Glucose,0.05,-0.46,ER to Golgi transport,molecular function unknown
HEM13,YDR044W,Glucose,0.05,-1.39,heme biosynthesis,coproporphyrinogen oxidase activity
MIS1,YBR084W,Glucose,0.05,-0.62,"nucleobase, nucleoside, nucleotide and nucleic acid metabolism*",formate-tetrahydrofolate ligase activity*
LCB1,YMR296C,Glucose,0.05,-0.54,sphingolipid biosynthesis,serine C-palmitoyltransferase activity
NA,YPR114W,Glucose,0.05,-0.97,biological process unknown,molecular function unknown
CDC14,YFR028C,Glucose,0.05,-0.67,protein amino acid dephosphorylation*,phosphoprotein phosphatase activity
TRR1,YDR353W,Glucose,0.05,-0.75,regulation of cell redox homeostasis,thioredoxin-disulfide reductase activity
LOT5,YKL183W,Glucose,0.05,-0.74,biological process unknown,molecular function unknown
TIM22,YDL217C,Glucose,0.05,-0.68,mitochondrial inner membrane protein import,protein transporter activity
SHM2,YLR058C,Glucose,0.05,-1.1,one-carbon compound metabolism,glycine hydroxymethyltransferase activity
HCR1,YLR192C,Glucose,0.05,-0.7,protein biosynthesis*,translation initiation factor activity*
SCT1,YBL011W,Glucose,0.05,-0.69,phospholipid biosynthesis,glycerol-3-phosphate O-acyltransferase activity
MAS6,YNR017W,Glucose,0.05,-0.95,mitochondrial matrix protein import,protein transporter activity
NET1,YJL076W,Glucose,0.05,-0.38,regulation of exit from mitosis*,ribosomal DNA (rDNA) binding
YAP1802,YGR241C,Glucose,0.05,-0.16,endocytosis,clathrin binding
NA,YGR054W,Glucose,0.05,-1,translational initiation,translation initiation factor activity
KEL3,YPL263C,Glucose,0.05,-0.84,biological process unknown,molecular function unknown
NAT1,YDL040C,Glucose,0.05,-0.52,protein amino acid acetylation,peptide alpha-N-acetyltransferase activity
RPP1,YHR062C,Glucose,0.05,-1.01,rRNA processing*,ribonuclease P activity*
DUS3,YLR401C,Glucose,0.05,-1.08,tRNA modification,tRNA dihydrouridine synthase activity
NA,YNL247W,Glucose,0.05,-0.5,cysteine metabolism*,cysteine-tRNA ligase activity
LSG1,YGL099W,Glucose,0.05,-0.62,sporulation (sensu Fungi)*,GTPase activity
RPG1,YBR079C,Glucose,0.05,-0.87,translational initiation,translation initiation factor activity
GAL83,YER027C,Glucose,0.05,-0.76,protein amino acid phosphorylation*,AMP-activated protein kinase activity
HEK2,YBL032W,Glucose,0.05,-0.93,telomerase-dependent telomere maintenance*,mRNA binding
LIA1,YJR070C,Glucose,0.05,-0.74,microtubule cytoskeleton organization and biogenesis,protein binding
UTP18,YJL069C,Glucose,0.05,-0.65,35S primary transcript processing,molecular function unknown
RPL8B,YLL045C,Glucose,0.05,-0.72,protein biosynthesis,structural constituent of ribosome
PLB2,YMR006C,Glucose,0.05,-1.27,glycerophospholipid metabolism,lysophospholipase activity
TOM40,YMR203W,Glucose,0.05,-1.03,mitochondrial matrix protein import,protein transporter activity
GUP1,YGL084C,Glucose,0.05,-0.97,glycerol transport*,O-acyltransferase activity
SEC23,YPR181C,Glucose,0.05,-1.01,ER to Golgi transport*,GTPase activator activity
NA,YBR220C,Glucose,0.05,-1.06,biological process unknown,molecular function unknown
ALG12,YNR030W,Glucose,0.05,-0.92,protein amino acid glycosylation*,"alpha-1,6-mannosyltransferase activity"
SUR2,YDR297W,Glucose,0.05,-1.5,sphingolipid biosynthesis*,sphingosine hydroxylase activity
NA,YBL083C,Glucose,0.05,-0.72,NA,NA
ALG3,YBL082C,Glucose,0.05,-1,protein amino acid glycosylation*,"alpha-1,3-mannosyltransferase activity"
SEC61,YLR378C,Glucose,0.05,-0.95,protein-ER targeting*,protein transporter activity
NA,YHR198C,Glucose,0.05,-0.3,biological process unknown,molecular function unknown
NA,YLR253W,Glucose,0.05,-0.53,biological process unknown,molecular function unknown
NA,YMR166C,Glucose,0.05,-1.04,transport,transporter activity
MSY1,YPL097W,Glucose,0.05,-0.55,tyrosyl-tRNA aminoacylation,tyrosine-tRNA ligase activity
EHD3,YDR036C,Glucose,0.05,-0.09,endocytosis*,3-hydroxyisobutyryl-CoA hydrolase activity
SHY1,YGR112W,Glucose,0.05,-0.12,aerobic respiration,unfolded protein binding
RML2,YEL050C,Glucose,0.05,-0.75,protein biosynthesis*,structural constituent of ribosome
SUC2,YIL162W,Glucose,0.05,-1.26,sucrose catabolism,beta-fructofuranosidase activity
MSS51,YLR203C,Glucose,0.05,-0.57,protein biosynthesis*,molecular function unknown
MRP4,YHL004W,Glucose,0.05,-1.13,protein biosynthesis,structural constituent of ribosome*
YAH1,YPL252C,Glucose,0.05,-0.56,heme a biosynthesis,electron carrier activity
SLM5,YCR024C,Glucose,0.05,-0.81,protein biosynthesis,asparagine-tRNA ligase activity
ATP12,YJL180C,Glucose,0.05,-1,protein complex assembly,unfolded protein binding
TOM70,YNL121C,Glucose,0.05,-0.83,mitochondrial matrix protein import*,protein transporter activity
MRPS28,YDR337W,Glucose,0.05,-0.78,protein biosynthesis*,structural constituent of ribosome*
ATP11,YNL315C,Glucose,0.05,-1.06,protein complex assembly,unfolded protein binding
MSS116,YDR194C,Glucose,0.05,-0.94,RNA splicing,"RNA splicing factor activity, transesterification mechanism*"
MSE1,YOL033W,Glucose,0.05,-0.65,protein biosynthesis*,glutamate-tRNA ligase activity
TCM62,YBR044C,Glucose,0.05,-0.54,protein complex assembly,unfolded protein binding
MTO1,YGL236C,Glucose,0.05,-0.81,protein biosynthesis*,molecular function unknown
MRPL4,YLR439W,Glucose,0.05,-1.16,protein biosynthesis,structural constituent of ribosome
SCO1,YBR037C,Glucose,0.05,-0.87,protein complex assembly*,thioredoxin peroxidase activity*
MRP20,YDR405W,Glucose,0.05,-0.94,protein biosynthesis,structural constituent of ribosome
MAS2,YHR024C,Glucose,0.05,-0.81,mitochondrial protein processing,mitochondrial processing peptidase activity
MEF1,YLR069C,Glucose,0.05,-0.88,translational elongation,translation elongation factor activity
COX10,YPL172C,Glucose,0.05,-1.16,protein complex assembly*,protoheme IX farnesyltransferase activity
MST1,YKL194C,Glucose,0.05,-0.73,threonyl-tRNA aminoacylation,threonine-tRNA ligase activity
RMD9,YGL107C,Glucose,0.05,-0.9,biological process unknown,molecular function unknown
MRP13,YGR084C,Glucose,0.05,-1.12,protein biosynthesis,structural constituent of ribosome
BCS1,YDR375C,Glucose,0.05,-1.05,aerobic respiration*,ATPase activity
MRPL40,YPL173W,Glucose,0.05,-1.29,protein biosynthesis,structural constituent of ribosome
MRPL1,YDR116C,Glucose,0.05,-1.03,protein biosynthesis*,structural constituent of ribosome
MRPL8,YJL063C,Glucose,0.05,-1.38,protein biosynthesis*,structural constituent of ribosome
MRPL7,YDR237W,Glucose,0.05,-1.46,protein biosynthesis,structural constituent of ribosome
YML6,YML025C,Glucose,0.05,-1.15,protein biosynthesis*,structural constituent of ribosome
SMY2,YBR172C,Glucose,0.05,-0.78,cytoskeleton organization and biogenesis,molecular function unknown
NA,YOR201C,Glucose,0.05,-0.66,rRNA modification,rRNA (guanine-N1-)-methyltransferase activity
HEM2,YGL040C,Glucose,0.05,-1.08,heme biosynthesis,porphobilinogen synthase activity
COX18,YGR062C,Glucose,0.05,-0.67,cytochrome c oxidase complex assembly,protein transporter activity
MRPL28,YDR462W,Glucose,0.05,-0.59,protein biosynthesis,structural constituent of ribosome
MRPL3,YMR024W,Glucose,0.05,-0.81,protein biosynthesis,structural constituent of ribosome
MRPL19,YNL185C,Glucose,0.05,-0.87,protein biosynthesis,structural constituent of ribosome
COX23,YHR116W,Glucose,0.05,-1.03,aerobic respiration,molecular function unknown
NA,YGR021W,Glucose,0.05,-1.55,biological process unknown,molecular function unknown
RSM25,YIL093C,Glucose,0.05,-1.59,protein biosynthesis,structural constituent of ribosome
IMG1,YCR046C,Glucose,0.05,-0.92,protein biosynthesis,structural constituent of ribosome
RSM7,YJR113C,Glucose,0.05,-0.72,protein biosynthesis,structural constituent of ribosome
CAF17,YJR122W,Glucose,0.05,-0.1,biological process unknown,molecular function unknown
MRF1,YGL143C,Glucose,0.05,-0.52,protein biosynthesis*,translation release factor activity
NA,YPL103C,Glucose,0.05,-0.73,biological process unknown,molecular function unknown
DIA4,YHR011W,Glucose,0.05,-0.65,aerobic respiration*,serine-tRNA ligase activity
SMF1,YOL122C,Glucose,0.05,-0.58,manganese ion transport,"di-, tri-valent inorganic cation transporter activity*"
SMM1,YNR015W,Glucose,0.05,-0.3,tRNA modification*,tRNA dihydrouridine synthase activity
LYP1,YNL268W,Glucose,0.05,-0.63,basic amino acid transport,basic amino acid transporter activity
THR4,YCR053W,Glucose,0.05,-0.13,endocytosis*,threonine synthase activity
ARO2,YGL148W,Glucose,0.05,0.04,aromatic amino acid family biosynthesis,chorismate synthase activity*
IZH3,YLR023C,Glucose,0.05,-0.65,lipid metabolism*,metal ion binding
PET112,YBL080C,Glucose,0.05,-0.55,protein biosynthesis*,molecular function unknown
SSC1,YJR045C,Glucose,0.05,-0.23,protein folding*,ATPase activity*
MAL33,YBR297W,Glucose,0.05,-0.69,"regulation of transcription, DNA-dependent*",transcription factor activity
CBP2,YHL038C,Glucose,0.05,-0.14,Group I intron splicing,"RNA splicing factor activity, transesterification mechanism"
IFM1,YOL023W,Glucose,0.05,-0.61,translational initiation,RNA binding*
NAM9,YNL137C,Glucose,0.05,-0.73,protein biosynthesis,structural constituent of ribosome
PNT1,YOR266W,Glucose,0.05,-0.8,inner mitochondrial membrane organization and biogenesis,molecular function unknown
RIM2,YBR192W,Glucose,0.05,-0.81,mitochondrial genome maintenance,transporter activity
FUN30,YAL019W,Glucose,0.05,-0.44,chromosome organization and biogenesis (sensu Eukaryota),molecular function unknown
STE23,YLR389C,Glucose,0.05,-0.66,proteolysis and peptidolysis*,metallopeptidase activity
RGD1,YBR260C,Glucose,0.05,-0.64,osmosensory signaling pathway,Rho GTPase activator activity
STM1,YLR150W,Glucose,0.05,-0.57,telomere maintenance*,DNA binding*
NA,YBR261C,Glucose,0.05,-0.54,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity
NA,YMR293C,Glucose,0.05,-0.24,aerobic respiration,amidase activity
IMD2,YHR216W,Glucose,0.05,-0.56,GTP biosynthesis,IMP dehydrogenase activity
BNA6,YFR047C,Glucose,0.05,-0.51,NAD biosynthesis,nicotinate-nucleotide diphosphorylase (carboxylating) activity
PBS2,YJL128C,Glucose,0.05,-0.31,protein amino acid phosphorylation*,MAP kinase kinase activity*
ORC2,YBR060C,Glucose,0.05,-0.62,DNA replication initiation*,DNA replication origin binding
HXK2,YGL253W,Glucose,0.05,-1.58,replicative cell aging*,hexokinase activity
PRT1,YOR361C,Glucose,0.05,-0.63,translational initiation,translation initiation factor activity
PIN4,YBL051C,Glucose,0.05,-0.71,G2/M transition of mitotic cell cycle*,molecular function unknown
FRS2,YFL022C,Glucose,0.05,-0.86,phenylalanyl-tRNA aminoacylation,phenylalanine-tRNA ligase activity
MRS3,YJL133W,Glucose,0.05,-0.73,RNA splicing*,iron ion transporter activity*
NA,YAR075W,Glucose,0.05,-2.14,biological process unknown,molecular function unknown
NOG1,YPL093W,Glucose,0.05,-0.73,ribosome-nucleus export,GTPase activity
TUB3,YML124C,Glucose,0.05,-1.14,mitotic sister chromatid segregation*,structural constituent of cytoskeleton
YHP1,YDR451C,Glucose,0.05,-1.1,negative regulation of transcription from RNA polymerase II promoter*,DNA binding*
RPC53,YDL150W,Glucose,0.05,-0.97,transcription from RNA polymerase III promoter,DNA-directed RNA polymerase activity
RNH201,YNL072W,Glucose,0.05,-0.82,DNA replication,ribonuclease H activity
PUF4,YGL014W,Glucose,0.05,-0.36,"mRNA catabolism, deadenylylation-dependent decay*",mRNA binding
MNL1,YHR204W,Glucose,0.05,-0.8,ER-associated protein catabolism,carbohydrate binding
HSL7,YBR133C,Glucose,0.05,-0.56,regulation of progression through cell cycle*,protein-arginine N-methyltransferase activity
NA,YOR091W,Glucose,0.05,-0.7,biological process unknown,molecular function unknown
NA,YLR091W,Glucose,0.05,-0.61,biological process unknown,molecular function unknown
SMF2,YHR050W,Glucose,0.05,-0.72,manganese ion transport,"di-, tri-valent inorganic cation transporter activity*"
MSL5,YLR116W,Glucose,0.05,-0.03,"nuclear mRNA splicing, via spliceosome",RNA binding
SLM3,YDL033C,Glucose,0.05,-0.55,protein biosynthesis*,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
SPE2,YOL052C,Glucose,0.05,-0.43,pantothenate biosynthesis*,adenosylmethionine decarboxylase activity
HEM1,YDR232W,Glucose,0.05,0.09,heme biosynthesis,5-aminolevulinate synthase activity
COX19,YLL018C-A,Glucose,0.05,-0.19,cytochrome c oxidase complex assembly*,metal ion transporter activity
DAT1,YML113W,Glucose,0.05,-0.17,negative regulation of transcription from RNA polymerase II promoter,AT DNA binding
PAN1,YIR006C,Glucose,0.05,-0.26,endocytosis*,"protein binding, bridging"
NPL3,YDR432W,Glucose,0.05,-0.58,mRNA-nucleus export,mRNA binding*
ERV46,YAL042W,Glucose,0.05,-0.31,ER to Golgi transport,molecular function unknown
CYC3,YAL039C,Glucose,0.05,-0.91,cytochrome c-heme linkage,holocytochrome-c synthase activity
SEC16,YPL085W,Glucose,0.05,-0.28,vesicle-mediated transport*,structural molecule activity
NUP42,YDR192C,Glucose,0.05,-0.38,mRNA-nucleus export*,structural molecule activity
MKK1,YOR231W,Glucose,0.05,-0.18,protein amino acid phosphorylation*,MAP kinase kinase activity
PTA1,YAL043C,Glucose,0.05,-0.44,mRNA polyadenylylation*,RNA binding
ANP1,YEL036C,Glucose,0.05,-0.19,protein amino acid N-linked glycosylation,mannosyltransferase activity*
YCK1,YHR135C,Glucose,0.05,-0.1,protein amino acid phosphorylation*,casein kinase I activity
PCT1,YGR202C,Glucose,0.05,0.09,phosphatidylcholine biosynthesis*,choline-phosphate cytidylyltransferase activity
SIS2,YKR072C,Glucose,0.05,0.16,G1/S transition of mitotic cell cycle*,phosphopantothenoylcysteine decarboxylase activity*
ILV6,YCL009C,Glucose,0.05,0.23,branched chain family amino acid biosynthesis,enzyme regulator activity*
NA,YNL045W,Glucose,0.05,0.31,lipid metabolism*,aminopeptidase activity*
TKL1,YPR074C,Glucose,0.05,0.13,pentose-phosphate shunt,transketolase activity
SKG3,YLR187W,Glucose,0.05,-0.17,biological process unknown,molecular function unknown
HST3,YOR025W,Glucose,0.05,-0.12,chromatin silencing at telomere*,DNA binding
RSC1,YGR056W,Glucose,0.05,-0.46,chromatin remodeling,molecular function unknown
TAF4,YMR005W,Glucose,0.05,-0.22,transcription from RNA polymerase II promoter,RNA polymerase II transcription factor activity
PEX2,YJL210W,Glucose,0.05,0.35,peroxisome organization and biogenesis,protein binding
CAF4,YKR036C,Glucose,0.05,0.6,"regulation of transcription, DNA-dependent",protein binding
ATO3,YDR384C,Glucose,0.05,2.27,transport*,transporter activity
NA,YOR203W,Glucose,0.05,0.59,NA,NA
MCH1,YDL054C,Glucose,0.05,0.53,transport,transporter activity*
TRP5,YGL026C,Glucose,0.05,0.55,tryptophan biosynthesis,tryptophan synthase activity
ILV1,YER086W,Glucose,0.05,-0.1,branched chain family amino acid biosynthesis,threonine ammonia-lyase activity
MET13,YGL125W,Glucose,0.05,-0.17,methionine metabolism*,structural constituent of ribosome*
NA,YPL264C,Glucose,0.05,0.28,biological process unknown,molecular function unknown
YMC1,YPR058W,Glucose,0.05,0.6,transport,transporter activity
ARG8,YOL140W,Glucose,0.05,0.69,arginine biosynthesis*,acetylornithine transaminase activity
KRS1,YDR037W,Glucose,0.05,0.43,lysyl-tRNA aminoacylation,lysine-tRNA ligase activity
ASN1,YPR145W,Glucose,0.05,0.84,asparagine biosynthesis,asparagine synthase (glutamine-hydrolyzing) activity
TRP4,YDR354W,Glucose,0.05,0.32,tryptophan biosynthesis,anthranilate phosphoribosyltransferase activity
LEU9,YOR108W,Glucose,0.05,-0.08,leucine biosynthesis,2-isopropylmalate synthase activity
HIS3,YOR202W,Glucose,0.05,0.27,histidine biosynthesis,imidazoleglycerol-phosphate dehydratase activity
ARO3,YDR035W,Glucose,0.05,1.05,aromatic amino acid family biosynthesis,3-deoxy-7-phosphoheptulonate synthase activity
ECM40,YMR062C,Glucose,0.05,1.28,cell wall organization and biogenesis*,amino-acid N-acetyltransferase activity*
ARG2,YJL071W,Glucose,0.05,0.54,arginine biosynthesis*,amino-acid N-acetyltransferase activity
ILS1,YBL076C,Glucose,0.05,0.32,protein biosynthesis,isoleucine-tRNA ligase activity
HSP60,YLR259C,Glucose,0.05,-0.04,protein folding*,single-stranded DNA binding
ADE2,YOR128C,Glucose,0.05,-0.2,'de novo' IMP biosynthesis*,phosphoribosylaminoimidazole carboxylase activity
PET127,YOR017W,Glucose,0.05,-0.57,RNA processing,molecular function unknown
TEM1,YML064C,Glucose,0.05,-0.48,signal transduction*,protein binding*
FUR4,YBR021W,Glucose,0.05,-0.75,uracil transport,uracil permease activity
XPT1,YJR133W,Glucose,0.05,-0.52,purine nucleotide biosynthesis,xanthine phosphoribosyltransferase activity
